epochs steps out_loss offset_loss train_accuracy time
0 61 0.920 5.946 0.665 18.730
0 62 0.495 5.840 0.769 18.975
0 63 1.235 6.135 0.451 19.186
0 64 1.373 6.672 0.435 19.402
0 65 1.397 5.787 0.504 19.598
0 66 1.001 6.108 0.577 19.826
0 67 1.869 6.476 0.234 20.042
0 68 0.777 6.402 0.719 20.280
0 69 0.622 5.916 0.784 20.537
0 70 1.031 5.510 0.568 20.786
0 71 1.439 6.009 0.352 21.015
0 72 0.894 5.992 0.604 21.237
0 73 1.309 6.018 0.404 21.566
0 74 0.625 5.748 0.778 21.798
0 75 1.192 5.420 0.393 22.035
0 76 0.719 4.770 0.710 22.259
0 77 0.614 5.735 0.772 22.530
0 78 0.532 4.955 0.890 22.727
0 79 0.501 5.782 0.832 22.963
0 80 0.656 5.641 0.723 23.254
0 81 0.541 5.491 0.801 23.579
0 82 0.693 5.179 0.794 23.782
0 83 1.214 5.567 0.495 24.043
0 84 1.011 5.431 0.564 24.266
0 85 0.528 5.252 0.865 24.498
0 86 1.148 5.459 0.735 24.756
0 87 0.833 5.293 0.598 25.012
0 88 0.761 5.787 0.691 25.193
0 89 1.036 5.153 0.586 25.386
0 90 0.582 4.968 0.857 25.614
0 91 0.450 5.068 0.941 25.877
0 92 0.935 4.236 0.679 26.151
0 93 0.466 4.909 0.959 26.425
0 94 0.748 5.206 0.785 26.718
0 95 0.793 5.224 0.464 26.923
0 96 0.778 4.908 0.584 27.126
0 97 0.635 4.558 0.819 27.369
0 98 0.511 4.905 0.789 27.669
0 99 0.870 4.613 0.658 27.878
0 100 0.758 4.858 0.840 28.114
0 101 0.694 4.779 0.709 28.412
0 102 0.963 5.366 0.458 28.642
0 103 0.500 4.891 0.854 28.935
0 104 0.754 4.851 0.431 29.173
0 105 0.937 4.744 0.480 29.408
0 106 0.995 5.005 0.763 29.664
0 107 0.528 4.437 0.911 29.877
0 108 0.585 4.854 0.703 30.000
0 109 0.603 4.781 0.879 30.229
0 110 0.829 4.658 0.730 30.498
0 111 0.778 4.440 0.519 30.742
0 112 0.749 4.592 0.630 31.006
0 113 0.533 4.529 0.882 31.272
0 114 0.772 4.817 0.653 31.595
0 115 0.449 5.084 0.833 31.852
0 116 1.275 5.401 0.481 32.082
0 117 0.783 4.271 0.518 32.317
0 118 0.843 4.648 0.415 32.561
0 119 0.783 4.615 0.402 32.864
0 120 0.434 4.148 0.888 33.125
0 121 1.744 4.872 0.540 33.324
0 122 0.793 4.591 0.588 33.654
0 123 1.156 4.892 0.337 33.890
0 124 0.670 5.000 0.741 34.170
0 125 0.546 4.689 0.786 34.377
0 126 0.649 5.155 0.814 34.705
0 127 0.597 4.444 0.638 34.932
0 128 0.529 4.762 0.777 35.201
0 129 0.579 4.235 0.762 35.541
0 130 0.543 4.170 0.798 35.793
0 131 0.539 4.613 0.787 36.043
0 132 0.551 3.958 0.702 36.391
0 133 0.719 4.399 0.713 36.720
0 134 0.578 4.719 0.771 36.979
0 135 0.677 4.701 0.744 37.220
0 136 0.706 4.876 0.702 37.480
0 137 0.672 5.049 0.790 37.770
0 138 0.495 4.362 0.804 38.109
0 139 0.597 4.601 0.793 38.340
0 140 0.703 4.571 0.730 38.704
0 141 1.059 4.421 0.523 39.034
0 142 0.549 4.421 0.844 39.447
0 143 0.394 4.189 0.887 39.811
0 144 0.629 4.369 0.739 40.138
0 145 0.479 4.325 0.808 40.401
0 146 0.473 4.022 0.857 40.656
0 147 0.627 4.357 0.758 40.895
0 148 0.540 3.916 0.605 41.175
0 149 0.438 4.073 0.868 41.467
0 150 1.028 4.403 0.359 41.722
0 151 0.727 4.021 0.613 41.964
0 152 0.505 4.832 0.800 42.223
0 153 0.816 3.967 0.576 42.465
0 154 0.651 4.750 0.716 42.715
0 155 0.950 4.184 0.573 43.049
0 156 0.675 4.233 0.608 43.373
0 157 0.570 4.830 0.772 43.690
0 158 0.596 3.967 0.841 44.051
0 159 0.362 4.263 0.860 44.331
0 160 0.730 4.152 0.623 44.568
0 161 1.311 4.396 0.341 44.769
0 162 0.579 4.094 0.806 45.027
0 163 0.775 4.368 0.550 45.281
0 164 0.575 4.112 0.743 45.596
0 165 0.924 3.963 0.482 45.899
0 166 0.756 3.945 0.626 46.194
0 167 0.486 4.024 0.771 46.452
0 168 0.667 3.503 0.710 46.715
0 169 1.223 4.048 0.360 46.974
0 170 0.463 3.861 0.854 47.277
0 171 0.732 4.026 0.688 47.525
0 172 0.418 4.174 0.864 47.803
0 173 0.435 4.021 0.832 48.091
0 174 1.662 3.568 0.507 48.330
0 175 0.658 3.955 0.680 48.650
0 176 0.837 4.107 0.483 48.929
0 177 0.891 4.121 0.530 49.171
0 178 0.478 3.781 0.804 49.435
0 179 0.627 3.536 0.730 49.680
0 180 0.721 3.846 0.682 49.897
0 181 0.442 4.104 0.853 50.068
0 182 0.461 4.043 0.825 50.261
0 183 0.671 3.691 0.740 50.535
0 184 0.743 3.760 0.658 50.785
0 185 0.554 3.605 0.787 51.080
0 186 0.844 3.425 0.592 51.270
0 187 0.546 4.332 0.771 51.467
0 188 0.498 3.831 0.768 51.698
0 189 0.533 3.986 0.794 51.957
0 190 0.474 3.442 0.792 52.180
0 191 0.524 3.846 0.822 52.422
0 192 0.587 4.066 0.739 52.666
0 193 0.530 4.244 0.706 52.947
0 194 0.612 3.557 0.829 53.215
0 195 0.611 4.098 0.724 53.478
0 196 0.488 4.357 0.841 53.740
0 197 0.776 3.877 0.795 53.978
0 198 0.707 3.501 0.755 54.179
0 199 0.667 3.735 0.619 54.376
0 200 0.909 4.100 0.604 54.597
0 201 0.633 4.006 0.726 54.891
0 202 0.415 4.230 0.834 55.142
0 203 0.766 3.646 0.693 55.376
0 204 0.478 3.898 0.801 55.623
0 205 0.441 3.847 0.830 55.854
0 206 0.473 3.711 0.775 56.091
0 207 0.721 3.770 0.704 56.345
0 208 0.354 3.398 0.935 56.585
0 209 0.600 3.612 0.816 56.951
0 210 0.980 3.540 0.439 57.181
0 211 0.428 3.598 0.804 57.407
0 212 0.598 3.924 0.782 57.715
0 213 0.811 4.081 0.638 57.952
0 214 0.720 4.160 0.728 58.252
0 215 0.460 4.017 0.819 58.492
0 216 1.020 3.672 0.699 58.747
0 217 0.471 3.562 0.776 58.999
0 218 0.356 3.644 0.873 59.254
0 219 0.722 3.846 0.579 59.495
0 220 0.668 3.989 0.663 59.735
0 221 0.349 3.663 0.928 60.013
0 222 1.272 4.167 0.394 60.266
0 223 1.326 3.207 0.557 60.493
0 224 0.471 3.882 0.832 60.764
0 225 0.536 3.946 0.752 61.014
0 226 0.891 3.701 0.744 61.248
0 227 0.713 3.880 0.744 61.517
0 228 0.447 4.068 0.879 61.760
0 229 0.474 3.822 0.799 61.990
0 230 0.423 3.483 0.880 62.243
0 231 0.418 3.800 0.842 62.508
0 232 0.452 3.224 0.666 62.759
0 233 0.575 3.141 0.855 63.016
0 234 0.594 3.745 0.642 63.208
0 235 1.153 3.946 0.428 63.435
0 236 0.562 3.699 0.731 63.708
0 237 0.590 3.387 0.787 63.964
0 238 0.592 3.951 0.751 64.298
0 239 0.549 4.000 0.855 64.587
0 240 0.350 4.127 0.924 64.860
0 241 0.763 3.262 0.613 65.098
0 242 1.137 3.713 0.604 65.360
0 243 1.306 4.048 0.353 65.583
0 244 0.446 3.473 0.867 65.824
0 245 0.739 3.874 0.615 66.115
0 246 0.442 3.870 0.884 66.372
0 247 0.748 3.755 0.667 66.581
0 248 0.615 3.505 0.753 66.843
0 249 0.623 3.867 0.670 67.132
0 250 0.384 3.866 0.891 67.386
0 251 0.527 3.846 0.800 67.628
0 252 0.927 3.780 0.631 67.959
0 253 0.408 3.745 0.884 68.250
0 254 0.803 4.092 0.629 68.465
0 255 1.169 3.425 0.545 68.723
0 256 0.659 3.637 0.735 69.026
0 257 0.468 3.989 0.853 69.306
0 258 0.520 3.730 0.874 69.599
0 259 0.846 3.729 0.560 69.851
0 260 0.689 3.610 0.689 70.086
0 261 0.669 4.077 0.845 70.525
0 262 0.764 3.808 0.644 70.958
0 263 0.446 3.614 0.789 71.374
0 264 0.363 4.020 0.898 71.684
0 265 0.691 3.567 0.673 71.954
0 266 0.599 3.874 0.722 72.234
0 267 0.575 3.983 0.755 72.513
0 268 0.533 3.783 0.766 72.821
0 269 1.230 3.910 0.309 73.145
0 270 0.982 3.745 0.531 73.527
0 271 0.491 3.754 0.825 74.200
0 272 0.558 3.836 0.811 74.591
0 273 0.555 3.697 0.734 74.952
0 274 0.408 3.522 0.830 75.219
0 275 0.497 3.770 0.855 75.546
0 276 0.543 3.850 0.810 75.857
0 277 0.438 3.689 0.855 76.118
0 278 0.463 3.996 0.904 76.419
0 279 0.801 3.067 0.612 76.619
0 280 0.397 3.515 0.910 76.838
0 281 0.753 3.697 0.528 77.051
0 282 0.536 3.940 0.856 77.293
0 283 0.778 3.744 0.568 77.515
0 284 0.358 3.618 0.889 77.751
0 285 1.110 3.883 0.358 78.058
0 286 0.665 3.867 0.742 78.309
0 287 1.181 4.319 0.297 78.490
0 288 0.337 3.382 0.920 78.726
0 289 1.317 3.666 0.707 78.927
0 290 0.612 3.459 0.693 79.149
0 291 0.452 3.951 0.872 79.400
0 292 1.135 4.594 0.338 79.625
0 293 1.843 3.448 0.470 79.781
0 294 0.634 3.771 0.689 80.027
0 295 0.465 3.722 0.819 80.299
0 296 0.586 3.644 0.711 80.537
0 297 0.627 3.677 0.738 80.846
0 298 0.398 3.386 0.898 81.037
0 299 1.115 3.319 0.687 81.167
0 300 0.581 3.105 0.631 81.378
0 301 0.533 4.194 0.800 81.630
0 302 0.664 3.754 0.638 81.909
0 303 0.511 3.768 0.839 82.200
0 304 1.108 3.971 0.601 82.429
0 305 0.727 3.751 0.672 82.677
0 306 0.685 3.578 0.688 82.904
0 307 0.629 3.171 0.740 83.143
0 308 0.394 3.624 0.901 83.520
0 309 0.438 3.599 0.880 83.821
0 310 0.445 3.183 0.872 84.074
0 311 0.516 4.072 0.838 84.357
0 312 0.459 3.588 0.853 84.583
0 313 0.519 4.067 0.818 84.896
0 314 1.795 3.307 0.529 85.211
0 315 0.640 3.526 0.705 85.561
0 316 0.483 3.283 0.838 85.859
0 317 0.538 3.290 0.755 86.124
0 318 0.816 3.267 0.687 86.336
0 319 0.647 3.506 0.719 86.548
0 320 0.393 3.339 0.889 86.748
0 321 0.739 4.017 0.689 87.017
0 322 0.716 3.059 0.789 87.214
0 323 0.420 3.476 0.876 87.407
0 324 1.066 4.069 0.382 87.652
0 325 0.568 3.802 0.749 87.960
0 326 0.899 3.758 0.546 88.262
0 327 0.454 3.040 0.823 88.521
0 328 0.757 2.982 0.692 88.729
0 329 0.658 3.304 0.668 88.931
0 330 0.487 3.814 0.772 89.167
0 331 0.548 3.247 0.760 89.420
0 332 1.241 3.648 0.375 89.658
0 333 0.946 3.749 0.489 89.898
0 334 0.396 3.723 0.875 90.164
0 335 0.347 3.708 0.897 90.449
0 336 0.393 3.921 0.875 90.705
0 337 1.418 3.772 0.359 90.880
0 338 0.544 3.903 0.815 91.140
0 339 0.769 4.026 0.539 91.364
0 340 0.496 3.644 0.785 91.612
0 341 0.404 3.610 0.869 91.908
0 342 0.523 3.610 0.803 92.144
0 343 1.571 3.921 0.194 92.343
0 344 0.733 3.652 0.639 92.541
0 345 1.495 4.590 0.183 92.728
0 346 0.675 3.645 0.661 92.945
0 347 0.397 3.659 0.871 93.170
0 348 0.447 3.595 0.870 93.466
0 349 0.848 3.979 0.544 93.677
0 350 0.424 3.294 0.838 93.935
0 351 0.547 3.665 0.818 94.129
0 352 0.470 3.420 0.828 94.393
0 353 0.520 3.078 0.776 94.641
0 354 0.461 3.301 0.843 94.860
0 355 0.737 3.471 0.693 95.097
0 356 0.775 3.762 0.690 95.357
0 357 0.591 3.780 0.831 95.620
0 358 0.658 3.866 0.694 95.902
0 359 0.479 3.750 0.766 96.141
0 360 1.396 4.163 0.308 96.365
0 361 0.700 3.417 0.703 96.623
0 362 0.575 3.638 0.737 96.860
0 363 0.456 3.647 0.827 97.109
0 364 1.202 3.223 0.540 97.254
0 365 0.860 3.210 0.630 97.484
0 366 0.547 3.198 0.763 97.732
0 367 0.598 2.986 0.676 97.977
0 368 0.461 3.241 0.803 98.241
0 369 0.585 3.602 0.708 98.568
0 370 0.495 3.699 0.819 98.807
0 371 0.564 3.774 0.766 99.067
0 372 0.579 3.593 0.685 99.300
0 373 0.507 3.417 0.797 99.523
0 374 0.542 3.598 0.748 99.763
0 375 0.530 3.296 0.810 100.030
0 376 0.537 3.861 0.760 100.256
0 377 0.420 3.389 0.868 100.490
0 378 0.511 4.002 0.837 100.739
0 379 0.627 3.382 0.711 101.033
0 380 0.559 3.683 0.748 101.288
0 381 0.519 3.893 0.775 101.489
0 382 0.625 3.230 0.711 101.743
0 383 0.454 3.089 0.793 101.960
0 384 0.926 4.247 0.625 102.313
0 385 0.744 3.289 0.610 102.561
0 386 0.624 3.367 0.755 102.828
0 387 0.560 3.122 0.714 103.069
0 388 0.475 3.926 0.823 103.273
0 389 0.453 2.715 0.843 103.457
0 390 0.588 3.394 0.792 103.674
0 391 0.472 3.316 0.770 103.864
0 392 0.549 3.241 0.751 104.134
0 393 0.474 3.125 0.826 104.345
0 394 1.182 2.900 0.589 104.555
0 395 0.575 2.924 0.669 104.792
0 396 0.496 3.825 0.842 105.096
0 397 0.673 3.447 0.650 105.342
0 398 0.503 3.569 0.774 105.564
0 399 0.712 3.243 0.733 105.785
0 400 0.513 2.789 0.816 106.066
0 401 0.559 3.295 0.810 106.239
0 402 0.432 3.774 0.849 106.473
0 403 0.312 3.543 0.943 106.728
0 404 0.629 3.526 0.703 106.964
0 405 0.424 3.225 0.798 107.195
0 406 0.611 3.310 0.709 107.361
0 407 0.369 4.163 0.867 107.576
0 408 0.917 3.142 0.526 107.828
0 409 0.494 3.882 0.726 108.040
0 410 0.289 3.386 0.898 108.297
0 411 1.025 2.844 0.623 108.530
0 412 0.335 2.825 0.909 108.761
0 413 0.365 3.324 0.895 109.047
0 414 0.586 3.332 0.766 109.294
0 415 0.638 3.421 0.695 109.554
0 416 0.415 3.511 0.836 109.859
0 417 0.871 3.568 0.627 110.160
0 418 0.371 3.297 0.806 110.407
0 419 0.515 3.553 0.803 110.678
0 420 0.576 3.305 0.848 110.930
0 421 0.384 3.667 0.812 111.205
0 422 0.773 3.013 0.785 111.415
0 423 2.016 3.964 0.185 111.671
0 424 0.423 3.688 0.828 111.902
0 425 0.513 3.184 0.755 112.131
0 426 1.272 3.660 0.343 112.374
0 427 1.459 3.479 0.348 112.616
0 428 0.784 3.735 0.553 112.833
0 429 0.802 3.788 0.530 113.041
0 430 0.795 3.152 0.627 113.315
0 431 0.276 3.524 0.940 113.711
0 432 1.044 2.927 0.588 114.034
0 433 0.907 3.544 0.481 114.315
0 434 1.318 3.814 0.330 114.601
0 435 0.404 3.681 0.818 114.911
0 436 0.696 2.980 0.697 115.119
0 437 0.659 3.307 0.659 115.353
0 438 0.948 3.452 0.561 115.571
0 439 0.482 3.530 0.785 115.819
0 440 0.655 3.354 0.726 116.037
0 441 0.617 4.053 0.714 116.255
0 442 0.458 3.293 0.800 116.472
0 443 0.478 3.390 0.791 116.717
0 444 0.744 3.656 0.666 117.000
0 445 0.579 3.652 0.737 117.230
0 446 0.463 3.436 0.782 117.478
0 447 0.665 3.217 0.706 117.701
0 448 0.398 4.113 0.883 117.914
0 449 0.550 3.225 0.691 118.249
0 450 0.550 3.414 0.722 118.566
0 451 0.539 3.406 0.785 118.967
0 452 0.396 3.192 0.904 119.233
0 453 0.511 3.165 0.788 119.479
0 454 0.701 3.015 0.709 119.692
0 455 0.836 3.066 0.705 119.921
0 456 0.895 3.528 0.576 120.226
0 457 0.690 4.321 0.694 120.491
0 458 0.934 2.974 0.606 120.775
0 459 0.741 3.229 0.581 121.033
0 460 0.433 3.495 0.797 121.347
0 461 0.471 3.647 0.800 121.551
0 462 0.443 3.444 0.837 121.842
0 463 0.433 3.311 0.821 122.061
0 464 0.538 3.674 0.792 122.332
0 465 0.505 3.152 0.750 122.573
0 466 0.496 3.734 0.745 122.822
0 467 0.519 3.523 0.838 123.079
0 468 0.768 3.547 0.628 123.338
0 469 0.437 3.452 0.839 123.637
0 470 0.604 3.396 0.778 124.000
0 471 0.758 3.206 0.675 124.497
0 472 0.578 3.694 0.718 124.826
0 473 0.446 3.340 0.874 125.243
0 474 0.407 3.539 0.844 125.497
0 475 0.551 3.172 0.731 125.734
0 476 0.484 3.331 0.878 125.929
0 477 1.411 3.100 0.517 126.178
0 478 0.737 3.193 0.663 126.446
0 479 0.461 3.452 0.848 126.688
0 480 0.631 3.416 0.738 126.953
0 481 0.558 3.589 0.724 127.191
0 482 0.375 3.599 0.895 127.481
0 483 0.400 3.511 0.877 127.774
0 484 0.388 3.095 0.910 127.967
0 485 0.596 3.461 0.689 128.186
0 486 0.302 3.011 0.923 128.397
0 487 1.127 3.296 0.512 128.593
0 488 0.451 3.865 0.821 128.849
0 489 1.262 2.751 0.640 129.066
0 490 1.099 3.014 0.691 129.235
0 491 0.376 3.381 0.837 129.464
0 492 1.139 3.909 0.340 129.674
0 493 0.557 3.416 0.770 129.890
0 494 1.187 3.824 0.325 130.138
0 495 0.394 3.419 0.884 130.452
0 496 0.531 3.058 0.752 130.757
0 497 0.514 3.388 0.759 131.027
0 498 0.361 3.488 0.875 131.263
0 499 1.080 3.787 0.305 131.459
0 500 0.317 2.670 0.933 131.705
0 501 0.435 2.900 0.723 131.938
0 502 0.432 3.449 0.892 132.224
0 503 0.649 3.344 0.747 132.533
0 504 0.377 3.353 0.853 132.827
0 505 0.854 3.734 0.580 133.212
0 506 0.657 3.497 0.625 133.602
0 507 0.851 3.641 0.481 134.067
0 508 0.554 3.275 0.756 134.482
0 509 0.507 3.008 0.801 134.881
0 510 0.431 3.176 0.877 135.231
0 511 0.383 3.591 0.906 135.480
0 512 0.629 3.876 0.672 135.738
0 513 0.991 3.285 0.465 135.983
0 514 0.462 3.373 0.779 136.287
0 515 0.571 3.373 0.808 136.601
0 516 0.594 3.384 0.774 137.116
0 517 0.417 3.194 0.882 137.745
0 518 0.392 3.668 0.792 138.386
0 519 0.578 3.241 0.749 138.724
0 520 0.524 2.721 0.796 138.958
0 521 0.450 3.873 0.874 139.247
0 522 0.449 2.724 0.831 139.444
0 523 0.470 3.243 0.803 139.713
0 524 0.602 2.970 0.711 139.933
0 525 0.579 3.633 0.784 140.221
0 526 0.781 3.413 0.628 140.491
0 527 0.332 3.099 0.911 140.737
0 528 0.567 3.570 0.786 140.990
0 529 0.358 3.407 0.886 141.215
0 530 0.782 3.082 0.522 141.425
0 531 0.479 4.483 0.805 141.579
0 532 0.470 3.725 0.807 141.835
0 533 0.676 3.362 0.627 142.080
0 534 0.992 4.005 0.683 142.362
0 535 0.638 3.070 0.723 142.583
0 536 0.392 3.025 0.853 142.805
0 537 0.708 3.649 0.767 143.009
0 538 0.590 3.343 0.663 143.209
0 539 0.440 3.633 0.772 143.476
0 540 0.536 3.622 0.825 143.827
0 541 0.503 3.492 0.810 144.053
0 542 0.344 3.067 0.891 144.322
0 543 0.444 3.566 0.813 144.605
0 544 0.385 3.097 0.877 144.820
0 545 0.933 3.710 0.479 145.043
0 546 0.438 3.619 0.821 145.247
0 547 0.690 3.958 0.717 145.421
0 548 0.841 2.610 0.599 145.617
0 549 0.378 4.067 0.799 145.891
0 550 0.561 3.591 0.759 146.146
0 551 0.290 3.114 0.946 146.353
0 552 0.444 3.472 0.796 146.606
0 553 0.460 3.140 0.869 146.859
0 554 0.372 3.684 0.855 147.129
0 555 0.374 3.584 0.859 147.289
0 556 0.495 3.355 0.812 147.518
0 557 0.368 3.232 0.856 147.737
0 558 0.351 3.105 0.854 147.992
0 559 0.458 3.566 0.851 148.224
0 560 0.386 3.213 0.834 148.437
0 561 0.492 3.486 0.836 148.668
0 562 0.466 3.600 0.736 148.868
0 563 0.680 3.618 0.675 149.056
0 564 0.322 3.449 0.855 149.258
0 565 0.606 3.759 0.678 149.480
0 566 0.952 3.336 0.515 149.694
0 567 0.273 3.494 0.920 149.952
0 568 1.034 3.373 0.443 150.158
0 569 0.311 3.509 0.871 150.393
0 570 0.592 3.184 0.715 150.655
0 571 0.520 3.275 0.770 150.867
0 572 0.756 3.377 0.581 151.064
0 573 0.342 3.150 0.896 151.255
0 574 0.401 3.239 0.813 151.506
0 575 0.483 3.404 0.763 151.756
0 576 0.543 3.505 0.764 152.003
0 577 0.595 3.020 0.709 152.248
0 578 0.876 3.311 0.690 152.466
0 579 0.291 3.261 0.917 152.720
0 580 0.457 3.260 0.881 152.969
0 581 0.594 3.429 0.714 153.258
0 582 0.405 3.310 0.855 153.478
0 583 0.613 3.294 0.737 153.685
0 584 0.393 3.794 0.855 153.884
0 585 0.383 2.713 0.849 154.117
0 586 0.532 3.530 0.763 154.373
0 587 0.323 3.629 0.879 154.574
0 588 0.349 3.394 0.902 154.743
0 589 0.427 3.211 0.804 154.941
0 590 0.341 2.978 0.890 155.162
0 591 0.505 3.896 0.822 155.383
0 592 0.344 3.510 0.858 155.681
0 593 0.472 3.145 0.830 155.945
0 594 0.391 3.480 0.831 156.182
0 595 0.510 3.416 0.768 156.423
0 596 0.684 3.090 0.699 156.609
0 597 0.497 3.572 0.793 156.853
0 598 0.410 3.835 0.877 157.190
0 599 0.861 3.191 0.625 157.434
1 0 0.720 2.660 0.648 183.758
1 1 0.555 3.384 0.687 183.993
1 2 0.367 3.438 0.875 184.247
1 3 0.461 3.650 0.820 184.498
1 4 1.346 3.094 0.545 184.713
1 5 0.480 3.713 0.819 184.975
1 6 0.525 3.396 0.816 185.326
1 7 0.398 3.338 0.767 185.579
1 8 0.415 3.654 0.798 185.869
1 9 0.674 3.463 0.701 186.095
1 10 0.398 3.686 0.852 186.384
1 11 0.480 3.557 0.794 186.696
1 12 0.328 3.104 0.857 186.919
1 13 0.451 3.783 0.778 187.205
1 14 0.533 3.060 0.736 187.488
1 15 0.490 3.830 0.793 187.751
1 16 0.500 2.998 0.778 187.985
1 17 0.407 3.721 0.842 188.180
1 18 0.802 3.452 0.628 188.446
1 19 0.563 4.011 0.760 188.771
1 20 0.490 3.223 0.803 189.015
1 21 0.456 3.426 0.822 189.248
1 22 0.874 3.375 0.520 189.463
1 23 0.725 3.089 0.716 189.680
1 24 0.378 3.916 0.857 189.892
1 25 0.548 3.461 0.836 190.088
1 26 0.449 3.687 0.800 190.328
1 27 0.412 3.523 0.814 190.613
1 28 1.574 3.636 0.473 190.797
1 29 0.478 3.735 0.802 191.044
1 30 0.347 3.288 0.909 191.312
1 31 0.634 3.597 0.620 191.564
1 32 0.500 3.736 0.780 191.821
1 33 0.633 3.315 0.724 192.057
1 34 0.381 3.560 0.874 192.280
1 35 0.463 3.247 0.789 192.497
1 36 0.467 3.653 0.811 192.755
1 37 0.737 3.546 0.622 192.993
1 38 0.736 3.387 0.691 193.260
1 39 0.364 4.056 0.849 193.554
1 40 0.535 3.495 0.775 193.839
1 41 0.457 3.251 0.834 194.105
1 42 0.552 3.435 0.729 194.359
1 43 0.423 3.580 0.806 194.542
1 44 0.554 3.242 0.680 194.770
1 45 0.365 3.030 0.883 195.060
1 46 0.471 3.609 0.848 195.331
1 47 0.457 3.046 0.831 195.643
1 48 0.442 3.424 0.791 195.925
1 49 0.414 3.445 0.821 196.203
1 50 0.686 3.446 0.659 196.405
1 51 0.424 3.149 0.792 196.645
1 52 0.962 3.158 0.566 196.868
1 53 0.455 3.231 0.792 197.127
1 54 0.525 3.241 0.766 197.361
1 55 0.761 3.250 0.619 197.587
1 56 1.230 3.872 0.246 197.737
1 57 0.360 3.492 0.873 198.011
1 58 0.952 3.383 0.588 198.235
1 59 0.463 3.358 0.782 198.481
1 60 0.330 3.128 0.885 198.703
1 61 0.311 3.511 0.900 198.961
1 62 0.468 3.220 0.790 199.234
1 63 0.552 2.828 0.729 199.486
1 64 0.583 3.729 0.720 199.755
1 65 0.899 3.478 0.498 199.956
1 66 0.481 3.275 0.858 200.191
1 67 0.530 3.886 0.754 200.378
1 68 0.404 2.991 0.880 200.609
1 69 0.475 3.263 0.790 200.879
1 70 0.405 3.161 0.805 201.188
1 71 0.409 3.220 0.850 201.457
1 72 0.434 2.888 0.871 201.648
1 73 0.882 3.445 0.581 201.880
1 74 0.486 3.327 0.815 202.099
1 75 0.606 2.688 0.782 202.284
1 76 0.607 3.411 0.733 202.508
1 77 0.523 3.363 0.717 202.682
1 78 0.723 3.111 0.579 202.884
1 79 0.651 3.079 0.703 203.128
1 80 0.815 3.421 0.609 203.372
1 81 0.386 3.469 0.891 203.690
1 82 0.439 3.201 0.818 203.927
1 83 0.605 3.423 0.671 204.210
1 84 0.390 2.941 0.888 204.480
1 85 0.570 3.703 0.743 204.741
1 86 0.445 3.511 0.851 205.050
1 87 0.639 3.494 0.680 205.307
1 88 0.319 3.546 0.933 205.523
1 89 0.405 3.977 0.859 205.776
1 90 0.857 3.577 0.582 206.004
1 91 0.354 3.157 0.934 206.205
1 92 0.326 2.776 0.928 206.409
1 93 0.433 3.374 0.841 206.662
1 94 0.553 3.752 0.723 206.914
1 95 0.984 3.781 0.431 207.150
1 96 0.455 3.258 0.841 207.454
